forecast,timestamp,split,model_name,training_horizon,forecast_horizon
60163.921875,2024-12-13 02:00:00,3,HCNN,336,24
60163.90625,2024-12-13 03:00:00,3,HCNN,336,24
60163.921875,2024-12-13 04:00:00,3,HCNN,336,24
60163.90625,2024-12-13 05:00:00,3,HCNN,336,24
60163.921875,2024-12-13 06:00:00,3,HCNN,336,24
60163.90625,2024-12-13 07:00:00,3,HCNN,336,24
60163.921875,2024-12-13 08:00:00,3,HCNN,336,24
60163.90234375,2024-12-13 09:00:00,3,HCNN,336,24
60163.9140625,2024-12-13 10:00:00,3,HCNN,336,24
60163.90625,2024-12-13 11:00:00,3,HCNN,336,24
60163.921875,2024-12-13 12:00:00,3,HCNN,336,24
60163.921875,2024-12-13 13:00:00,3,HCNN,336,24
60163.9140625,2024-12-13 14:00:00,3,HCNN,336,24
60163.9140625,2024-12-13 15:00:00,3,HCNN,336,24
60163.921875,2024-12-13 16:00:00,3,HCNN,336,24
60163.91015625,2024-12-13 17:00:00,3,HCNN,336,24
60163.921875,2024-12-13 18:00:00,3,HCNN,336,24
60163.9140625,2024-12-13 19:00:00,3,HCNN,336,24
60163.921875,2024-12-13 20:00:00,3,HCNN,336,24
60163.9140625,2024-12-13 21:00:00,3,HCNN,336,24
60163.921875,2024-12-13 22:00:00,3,HCNN,336,24
68278.0859375,2024-12-13 23:00:00,4,HCNN,336,24
67966.59375,2024-12-14 00:00:00,4,HCNN,336,24
69107.46875,2024-12-14 01:00:00,4,HCNN,336,24
66485.2109375,2024-12-14 02:00:00,4,HCNN,336,24
70477.2890625,2024-12-14 03:00:00,4,HCNN,336,24
68762.8125,2024-12-14 04:00:00,4,HCNN,336,24
69176.421875,2024-12-14 05:00:00,4,HCNN,336,24
68535.015625,2024-12-14 06:00:00,4,HCNN,336,24
68874.703125,2024-12-14 07:00:00,4,HCNN,336,24
66085.265625,2024-12-14 08:00:00,4,HCNN,336,24
65158.59375,2024-12-14 09:00:00,4,HCNN,336,24
62338.10546875,2024-12-14 10:00:00,4,HCNN,336,24
58014.2578125,2024-12-14 11:00:00,4,HCNN,336,24
50835.05078125,2024-12-14 12:00:00,4,HCNN,336,24
49630.0234375,2024-12-14 13:00:00,4,HCNN,336,24
47325.1640625,2024-12-14 14:00:00,4,HCNN,336,24
53456.203125,2024-12-14 15:00:00,4,HCNN,336,24
53548.83984375,2024-12-14 16:00:00,4,HCNN,336,24
54590.93359375,2024-12-14 17:00:00,4,HCNN,336,24
56287.8515625,2024-12-14 18:00:00,4,HCNN,336,24
62255.765625,2024-12-14 19:00:00,4,HCNN,336,24
62696.58984375,2024-12-14 20:00:00,4,HCNN,336,24
65881.0,2024-12-14 21:00:00,4,HCNN,336,24
64983.2578125,2024-12-14 22:00:00,4,HCNN,336,24
59812.3515625,2024-12-14 23:00:00,5,HCNN,336,24
59975.52734375,2024-12-15 00:00:00,5,HCNN,336,24
59670.4375,2024-12-15 01:00:00,5,HCNN,336,24
61471.71875,2024-12-15 02:00:00,5,HCNN,336,24
61170.6328125,2024-12-15 03:00:00,5,HCNN,336,24
62658.2109375,2024-12-15 04:00:00,5,HCNN,336,24
61715.8125,2024-12-15 05:00:00,5,HCNN,336,24
62657.3984375,2024-12-15 06:00:00,5,HCNN,336,24
62081.4609375,2024-12-15 07:00:00,5,HCNN,336,24
63105.69140625,2024-12-15 08:00:00,5,HCNN,336,24
64338.03125,2024-12-15 09:00:00,5,HCNN,336,24
62857.73828125,2024-12-15 10:00:00,5,HCNN,336,24
62982.32421875,2024-12-15 11:00:00,5,HCNN,336,24
62688.984375,2024-12-15 12:00:00,5,HCNN,336,24
61820.17578125,2024-12-15 13:00:00,5,HCNN,336,24
63345.22265625,2024-12-15 14:00:00,5,HCNN,336,24
63362.90234375,2024-12-15 15:00:00,5,HCNN,336,24
61023.328125,2024-12-15 16:00:00,5,HCNN,336,24
60980.00390625,2024-12-15 17:00:00,5,HCNN,336,24
60525.03125,2024-12-15 18:00:00,5,HCNN,336,24
59600.109375,2024-12-15 19:00:00,5,HCNN,336,24
58013.7109375,2024-12-15 20:00:00,5,HCNN,336,24
59749.2734375,2024-12-15 21:00:00,5,HCNN,336,24
58797.89453125,2024-12-15 22:00:00,5,HCNN,336,24
63938.60546875,2024-12-15 23:00:00,6,HCNN,336,24
65874.3125,2024-12-16 00:00:00,6,HCNN,336,24
66992.0390625,2024-12-16 01:00:00,6,HCNN,336,24
68738.4140625,2024-12-16 02:00:00,6,HCNN,336,24
69312.828125,2024-12-16 03:00:00,6,HCNN,336,24
69048.7421875,2024-12-16 04:00:00,6,HCNN,336,24
68764.3125,2024-12-16 05:00:00,6,HCNN,336,24
68739.125,2024-12-16 06:00:00,6,HCNN,336,24
68737.59375,2024-12-16 07:00:00,6,HCNN,336,24
67747.21875,2024-12-16 08:00:00,6,HCNN,336,24
66762.0703125,2024-12-16 09:00:00,6,HCNN,336,24
66678.3984375,2024-12-16 10:00:00,6,HCNN,336,24
64854.9453125,2024-12-16 11:00:00,6,HCNN,336,24
62555.63671875,2024-12-16 12:00:00,6,HCNN,336,24
60563.6015625,2024-12-16 13:00:00,6,HCNN,336,24
58725.6328125,2024-12-16 14:00:00,6,HCNN,336,24
56234.28125,2024-12-16 15:00:00,6,HCNN,336,24
53745.859375,2024-12-16 16:00:00,6,HCNN,336,24
52154.296875,2024-12-16 17:00:00,6,HCNN,336,24
52380.3828125,2024-12-16 18:00:00,6,HCNN,336,24
52664.67578125,2024-12-16 19:00:00,6,HCNN,336,24
53013.0234375,2024-12-16 20:00:00,6,HCNN,336,24
57021.4140625,2024-12-16 21:00:00,6,HCNN,336,24
61115.4765625,2024-12-16 22:00:00,6,HCNN,336,24
61998.58203125,2024-12-16 23:00:00,7,HCNN,336,24
66471.8359375,2024-12-17 00:00:00,7,HCNN,336,24
61970.2734375,2024-12-17 01:00:00,7,HCNN,336,24
63811.671875,2024-12-17 02:00:00,7,HCNN,336,24
61352.5234375,2024-12-17 03:00:00,7,HCNN,336,24
61095.6875,2024-12-17 04:00:00,7,HCNN,336,24
59839.83984375,2024-12-17 05:00:00,7,HCNN,336,24
59923.0625,2024-12-17 06:00:00,7,HCNN,336,24
56772.453125,2024-12-17 07:00:00,7,HCNN,336,24
60373.4921875,2024-12-17 08:00:00,7,HCNN,336,24
60005.9140625,2024-12-17 09:00:00,7,HCNN,336,24
59755.48828125,2024-12-17 10:00:00,7,HCNN,336,24
54577.07421875,2024-12-17 11:00:00,7,HCNN,336,24
63643.55859375,2024-12-17 12:00:00,7,HCNN,336,24
63508.09375,2024-12-17 13:00:00,7,HCNN,336,24
61569.6171875,2024-12-17 14:00:00,7,HCNN,336,24
65717.046875,2024-12-17 15:00:00,7,HCNN,336,24
63558.46875,2024-12-17 16:00:00,7,HCNN,336,24
65896.984375,2024-12-17 17:00:00,7,HCNN,336,24
62271.515625,2024-12-17 18:00:00,7,HCNN,336,24
61188.26953125,2024-12-17 19:00:00,7,HCNN,336,24
62632.8125,2024-12-17 20:00:00,7,HCNN,336,24
61767.7578125,2024-12-17 21:00:00,7,HCNN,336,24
60561.08984375,2024-12-17 22:00:00,7,HCNN,336,24
49137.2734375,2024-12-17 23:00:00,8,HCNN,336,24
59077.0859375,2024-12-18 00:00:00,8,HCNN,336,24
54093.36328125,2024-12-18 01:00:00,8,HCNN,336,24
47285.16796875,2024-12-18 02:00:00,8,HCNN,336,24
48804.74609375,2024-12-18 03:00:00,8,HCNN,336,24
53135.24609375,2024-12-18 04:00:00,8,HCNN,336,24
55445.2890625,2024-12-18 05:00:00,8,HCNN,336,24
58789.7421875,2024-12-18 06:00:00,8,HCNN,336,24
55260.1953125,2024-12-18 07:00:00,8,HCNN,336,24
58575.15625,2024-12-18 08:00:00,8,HCNN,336,24
59919.3671875,2024-12-18 09:00:00,8,HCNN,336,24
61184.89453125,2024-12-18 10:00:00,8,HCNN,336,24
62880.8828125,2024-12-18 11:00:00,8,HCNN,336,24
67108.46875,2024-12-18 12:00:00,8,HCNN,336,24
67143.8125,2024-12-18 13:00:00,8,HCNN,336,24
65003.9140625,2024-12-18 14:00:00,8,HCNN,336,24
65272.671875,2024-12-18 15:00:00,8,HCNN,336,24
65524.04296875,2024-12-18 16:00:00,8,HCNN,336,24
62090.703125,2024-12-18 17:00:00,8,HCNN,336,24
66093.515625,2024-12-18 18:00:00,8,HCNN,336,24
60974.88671875,2024-12-18 19:00:00,8,HCNN,336,24
63271.93359375,2024-12-18 20:00:00,8,HCNN,336,24
57327.8515625,2024-12-18 21:00:00,8,HCNN,336,24
62731.66015625,2024-12-18 22:00:00,8,HCNN,336,24
51860.76953125,2024-12-18 23:00:00,9,HCNN,336,24
49187.1875,2024-12-19 00:00:00,9,HCNN,336,24
48893.6953125,2024-12-19 01:00:00,9,HCNN,336,24
49607.15234375,2024-12-19 02:00:00,9,HCNN,336,24
48968.34765625,2024-12-19 03:00:00,9,HCNN,336,24
54269.02734375,2024-12-19 04:00:00,9,HCNN,336,24
59528.73828125,2024-12-19 05:00:00,9,HCNN,336,24
65019.03125,2024-12-19 06:00:00,9,HCNN,336,24
68370.3515625,2024-12-19 07:00:00,9,HCNN,336,24
70610.8125,2024-12-19 08:00:00,9,HCNN,336,24
71247.3515625,2024-12-19 09:00:00,9,HCNN,336,24
71599.96875,2024-12-19 10:00:00,9,HCNN,336,24
71385.8828125,2024-12-19 11:00:00,9,HCNN,336,24
70146.609375,2024-12-19 12:00:00,9,HCNN,336,24
69761.9375,2024-12-19 13:00:00,9,HCNN,336,24
68679.6953125,2024-12-19 14:00:00,9,HCNN,336,24
69320.828125,2024-12-19 15:00:00,9,HCNN,336,24
70004.9140625,2024-12-19 16:00:00,9,HCNN,336,24
68975.8515625,2024-12-19 17:00:00,9,HCNN,336,24
66976.5390625,2024-12-19 18:00:00,9,HCNN,336,24
64076.6953125,2024-12-19 19:00:00,9,HCNN,336,24
60103.3515625,2024-12-19 20:00:00,9,HCNN,336,24
55495.1328125,2024-12-19 21:00:00,9,HCNN,336,24
54022.06640625,2024-12-19 22:00:00,9,HCNN,336,24
28680.734375,2024-12-19 23:00:00,10,HCNN,336,24
23572.65234375,2024-12-20 00:00:00,10,HCNN,336,24
19946.580078125,2024-12-20 01:00:00,10,HCNN,336,24
23923.037109375,2024-12-20 02:00:00,10,HCNN,336,24
20165.068359375,2024-12-20 03:00:00,10,HCNN,336,24
16165.5625,2024-12-20 04:00:00,10,HCNN,336,24
21302.5546875,2024-12-20 05:00:00,10,HCNN,336,24
21907.6796875,2024-12-20 06:00:00,10,HCNN,336,24
23878.84375,2024-12-20 07:00:00,10,HCNN,336,24
30129.416015625,2024-12-20 08:00:00,10,HCNN,336,24
30734.259765625,2024-12-20 09:00:00,10,HCNN,336,24
36919.171875,2024-12-20 10:00:00,10,HCNN,336,24
43717.77734375,2024-12-20 11:00:00,10,HCNN,336,24
50875.90625,2024-12-20 12:00:00,10,HCNN,336,24
57113.9609375,2024-12-20 13:00:00,10,HCNN,336,24
61788.58203125,2024-12-20 14:00:00,10,HCNN,336,24
58686.60546875,2024-12-20 15:00:00,10,HCNN,336,24
63028.48046875,2024-12-20 16:00:00,10,HCNN,336,24
67231.3515625,2024-12-20 17:00:00,10,HCNN,336,24
62673.3984375,2024-12-20 18:00:00,10,HCNN,336,24
63048.6015625,2024-12-20 19:00:00,10,HCNN,336,24
59025.1875,2024-12-20 20:00:00,10,HCNN,336,24
55673.6875,2024-12-20 21:00:00,10,HCNN,336,24
55307.94140625,2024-12-20 22:00:00,10,HCNN,336,24
